QUAL1,QUAL2,QUAL3,QUAL4,QUAL5,TRU1,TRU2,TRU3,TRU4,TRU5,SAT1,SAT2,SAT3,SAT4,SAT5,LOY1,LOY2,LOY3,LOY4,LOY5,GENDER,AGE,EXPERIENCE
3,5,4,3,5,6,5,5,4,4,4,2,3,4,5,4,4,4,4,3,Male,36-45,3-5 years
6,4,5,5,5,4,4,3,4,3,6,4,4,6,2,5,4,7,6,5,Female,26-35,3-5 years
3,4,3,3,4,4,3,3,4,3,4,5,4,4,4,4,5,4,5,4,Male,36-45,3-5 years
2,3,2,2,2,6,5,6,6,6,5,2,5,5,4,4,4,5,3,2,Male,26-35,1-3 years
3,1,3,2,3,7,7,7,7,6,5,6,5,6,5,4,4,5,5,4,Male,46+,1-3 years
5,3,4,6,6,7,6,5,6,6,5,6,6,5,6,7,7,7,7,7,Female,18-25,3-5 years
6,4,5,3,5,5,4,5,4,4,6,6,7,5,7,5,4,5,5,5,Male,18-25,> 5 years
2,3,4,3,2,5,3,4,3,2,2,3,1,1,3,2,2,1,1,2,Male,26-35,1-3 years
4,6,5,7,5,4,5,6,5,4,4,4,6,7,5,7,5,7,7,7,Female,18-25,3-5 years
1,2,3,2,4,2,4,2,2,1,1,1,1,1,2,4,4,2,4,4,Female,36-45,1-3 years
5,4,5,5,4,4,6,5,4,5,4,3,6,5,6,4,6,4,6,5,Female,18-25,1-3 years
2,2,4,3,4,5,3,5,4,3,3,4,2,2,4,1,1,2,2,2,Female,36-45,3-5 years
4,5,4,3,3,4,4,3,4,4,5,4,4,4,3,6,6,6,6,5,Male,18-25,3-5 years
4,5,4,3,4,2,1,3,3,2,4,4,3,3,3,6,3,6,4,4,Female,26-35,3-5 years
3,3,3,4,4,6,6,5,6,5,5,5,5,5,3,7,5,5,7,6,Female,36-45,1-3 years
5,4,4,3,5,5,4,4,3,4,4,5,6,5,3,5,4,4,5,4,Female,46+,> 5 years
6,7,5,5,6,2,3,3,3,4,3,3,3,2,4,3,4,4,4,5,Male,26-35,1-3 years
4,3,2,3,4,1,1,2,1,1,4,3,2,3,3,2,3,2,3,4,Female,46+,3-5 years
6,7,3,7,6,5,4,5,3,3,4,4,5,6,4,6,4,5,4,4,Male,36-45,3-5 years
4,3,4,5,4,7,6,6,7,6,3,3,2,4,5,5,6,4,5,5,Female,26-35,3-5 years
4,5,4,5,6,6,6,7,7,7,6,5,7,6,5,6,7,6,6,6,Male,36-45,> 5 years
7,7,7,6,6,5,3,3,6,3,6,5,4,5,4,3,4,4,4,5,Male,26-35,3-5 years
3,1,2,1,2,3,3,5,3,2,5,5,5,5,6,7,6,6,7,6,Female,26-35,1-3 years
2,3,3,4,3,5,4,5,4,6,4,3,5,6,6,5,5,5,5,4,Male,36-45,1-3 years
5,4,6,7,5,3,2,4,3,4,3,2,4,2,3,3,6,5,4,3,Female,26-35,1-3 years
4,5,5,4,4,4,5,6,5,5,5,5,4,4,4,5,5,6,6,5,Female,18-25,< 1 year
6,6,4,3,4,6,6,6,6,5,6,6,6,6,7,5,6,5,4,4,Female,18-25,> 5 years
3,5,4,4,2,6,6,6,7,6,6,7,6,7,7,6,7,7,5,6,Male,36-45,< 1 year
6,6,4,5,6,5,5,5,7,4,3,2,2,4,3,3,3,2,2,3,Female,36-45,3-5 years
3,4,5,3,4,4,4,3,3,4,1,1,2,2,2,2,1,3,2,3,Female,26-35,3-5 years
6,6,5,6,6,4,3,3,3,3,7,6,7,7,7,6,7,6,7,6,Male,36-45,> 5 years
5,3,5,5,4,4,5,3,3,5,5,4,4,5,5,6,6,7,6,7,Female,26-35,3-5 years
4,7,5,5,5,4,5,4,4,3,4,3,5,2,4,2,2,2,5,2,Male,36-45,3-5 years
3,4,4,3,4,4,5,4,6,6,5,6,6,4,5,4,5,4,5,5,Male,46+,1-3 years
4,3,5,5,5,6,6,5,6,6,3,2,1,2,1,3,3,4,3,2,Female,36-45,3-5 years
4,5,4,4,3,3,4,5,3,3,5,5,3,3,4,4,4,5,3,4,Female,26-35,1-3 years
5,4,6,4,6,7,6,7,7,7,6,6,5,5,6,5,5,6,4,4,Male,36-45,> 5 years
5,4,4,2,5,4,4,4,2,5,4,3,5,6,5,4,3,3,3,4,Male,26-35,1-3 years
5,5,6,6,5,4,5,5,3,5,2,5,4,4,3,4,4,7,5,4,Female,36-45,1-3 years
7,7,7,7,7,5,3,3,3,4,7,4,6,5,5,4,5,6,6,5,Male,26-35,3-5 years
5,6,6,6,6,1,1,2,2,1,3,3,2,2,3,1,1,2,1,1,Male,26-35,3-5 years
3,3,4,4,5,6,4,5,6,6,6,4,5,5,5,6,5,6,5,6,Female,26-35,3-5 years
6,6,3,6,7,5,6,6,7,7,4,6,5,3,6,6,5,5,5,6,Male,18-25,1-3 years
4,5,3,3,4,4,3,4,4,5,4,5,4,4,4,4,4,4,5,4,Female,26-35,1-3 years
2,2,3,2,1,4,5,4,5,5,3,2,2,2,2,4,3,4,3,3,Male,36-45,1-3 years
4,4,4,2,4,5,4,5,6,6,4,5,5,5,4,7,5,5,5,6,Female,18-25,3-5 years
2,1,1,2,2,3,2,2,2,3,4,4,3,2,4,4,6,3,4,4,Male,18-25,3-5 years
4,4,4,4,2,5,3,4,4,5,4,4,4,4,4,4,6,5,4,5,Female,26-35,3-5 years
5,4,5,5,5,6,6,5,6,5,5,5,5,4,5,4,6,5,5,5,Male,36-45,3-5 years
7,7,7,7,6,3,2,3,2,2,3,3,4,3,2,4,4,4,3,5,Female,18-25,3-5 years
4,5,6,6,5,4,4,6,5,5,5,4,5,5,5,6,3,4,5,5,Female,18-25,> 5 years
4,5,5,5,4,3,3,2,5,2,5,4,4,5,6,5,4,5,3,3,Female,26-35,1-3 years
5,6,5,6,4,7,4,5,6,4,7,7,7,7,7,7,6,6,6,6,Male,36-45,3-5 years
2,2,1,2,2,4,6,5,4,4,1,2,1,1,3,3,3,2,3,4,Female,18-25,3-5 years
5,5,6,5,5,2,1,2,4,4,6,5,6,5,6,5,4,3,3,5,Male,26-35,1-3 years
6,5,6,5,5,6,6,6,7,6,6,7,7,7,6,6,4,5,6,6,Female,36-45,3-5 years
4,3,1,3,3,3,4,4,4,4,5,3,3,4,1,2,3,4,3,3,Male,18-25,1-3 years
6,5,6,7,5,1,2,4,3,3,6,7,6,7,7,5,5,6,6,6,Male,26-35,1-3 years
6,5,4,5,5,5,5,4,5,3,5,7,6,5,5,6,6,7,7,7,Male,26-35,3-5 years
4,4,3,5,4,5,6,5,6,5,6,5,6,5,5,6,6,5,7,6,Female,46+,1-3 years
5,4,5,4,6,2,3,3,3,4,4,5,4,6,4,6,5,6,6,7,Female,26-35,1-3 years
7,6,7,7,7,5,5,4,4,5,7,7,7,7,7,7,7,7,5,5,Male,26-35,3-5 years
6,4,5,5,6,4,5,5,6,6,7,6,6,4,6,6,6,7,7,6,Female,26-35,3-5 years
4,5,4,5,5,5,5,5,6,6,3,4,4,4,6,4,4,4,2,4,Female,36-45,1-3 years
4,3,4,5,5,6,5,6,5,4,4,3,3,4,4,3,3,5,3,3,Female,18-25,1-3 years
3,3,3,3,3,3,4,5,3,5,3,6,3,6,4,4,2,4,3,2,Female,26-35,3-5 years
6,7,6,5,5,2,3,3,3,3,5,4,3,4,4,5,6,6,4,5,Female,36-45,3-5 years
3,4,1,3,3,5,5,5,4,6,3,4,4,4,4,4,5,4,3,4,Female,46+,> 5 years
6,6,4,3,5,4,3,2,3,3,4,4,6,4,4,6,7,5,6,6,Male,36-45,< 1 year
4,4,5,3,5,1,1,2,1,1,2,3,2,4,2,3,4,3,4,3,Female,26-35,1-3 years
6,6,6,6,5,5,5,5,4,5,5,6,5,6,6,7,7,7,7,7,Male,26-35,< 1 year
5,4,6,6,4,6,5,6,4,4,5,5,5,4,5,2,4,4,4,4,Female,26-35,3-5 years
7,5,4,6,7,1,1,1,2,2,4,3,4,5,4,5,6,4,5,6,Female,36-45,3-5 years
4,2,3,3,3,4,3,3,3,3,1,1,2,2,1,3,2,2,2,3,Male,36-45,3-5 years
6,5,5,4,4,6,4,5,5,4,4,4,3,5,3,5,4,3,4,4,Male,36-45,3-5 years
2,5,5,2,4,7,7,7,7,7,5,6,6,4,5,6,5,6,6,6,Male,26-35,3-5 years
3,3,3,5,5,5,4,4,4,4,5,7,6,5,5,5,7,5,5,5,Male,36-45,> 5 years
6,5,5,5,5,4,4,3,4,2,4,4,3,2,5,3,4,4,3,3,Female,46+,1-3 years
5,5,6,5,6,4,5,4,5,6,3,2,3,4,3,3,3,2,3,3,Female,46+,< 1 year
3,4,2,3,3,6,7,6,6,6,4,4,6,5,4,4,5,4,4,4,Male,36-45,1-3 years
5,7,6,5,6,3,2,3,5,3,4,4,4,5,5,6,5,7,6,6,Female,36-45,< 1 year
7,5,4,7,6,3,3,3,4,3,4,4,4,5,4,4,4,4,4,3,Male,26-35,> 5 years
4,5,5,4,4,4,4,4,3,3,4,3,3,4,4,5,5,3,3,4,Female,18-25,1-3 years
7,7,6,6,7,3,3,5,4,2,4,6,5,5,5,4,5,3,5,3,Male,18-25,3-5 years
3,4,3,2,3,3,4,5,5,6,4,4,3,4,4,3,4,4,5,3,Female,26-35,1-3 years
4,3,4,3,3,7,7,6,7,6,2,2,2,2,2,4,4,4,4,4,Male,18-25,1-3 years
2,2,3,2,2,5,5,5,5,5,3,4,5,5,5,3,3,3,3,4,Male,26-35,1-3 years
7,6,6,5,7,4,5,4,4,3,7,6,7,7,6,5,5,5,6,5,Female,36-45,1-3 years
4,5,6,6,5,5,5,4,5,3,5,3,5,5,6,3,7,6,5,5,Female,26-35,3-5 years
6,5,3,5,4,4,3,3,2,3,3,3,3,4,2,3,3,3,3,3,Female,18-25,> 5 years
5,5,5,5,6,4,6,6,4,6,6,5,6,6,5,6,6,5,4,3,Female,18-25,3-5 years
3,3,2,4,4,5,4,5,5,6,4,4,5,3,3,5,4,4,4,4,Female,18-25,3-5 years
7,7,7,7,7,3,5,4,5,5,7,7,6,7,7,7,7,7,7,7,Female,18-25,< 1 year
4,4,5,4,4,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,Female,46+,> 5 years
6,5,5,4,4,5,5,5,4,5,3,4,5,4,6,4,3,4,2,2,Female,26-35,< 1 year
5,5,7,6,4,4,3,3,3,3,5,5,4,6,5,4,5,3,4,4,Female,26-35,> 5 years
6,6,6,5,4,4,4,5,4,5,5,4,5,5,4,7,7,7,5,5,Male,18-25,3-5 years
4,6,5,5,5,5,5,5,7,7,7,6,7,7,6,6,7,7,7,7,Female,36-45,1-3 years
2,4,4,3,3,4,5,4,5,5,6,5,4,4,5,3,2,2,1,5,Female,36-45,3-5 years
5,5,6,6,6,3,4,2,3,3,5,4,5,4,4,4,5,4,4,6,Female,18-25,> 5 years
7,6,7,6,7,6,6,7,6,7,6,7,7,5,6,3,3,5,5,4,Male,46+,1-3 years
5,4,7,6,6,3,5,5,3,4,7,6,7,7,6,5,5,5,6,7,Female,36-45,1-3 years
6,6,4,7,7,7,7,7,7,7,5,7,7,6,7,7,7,7,7,7,Male,26-35,1-3 years
5,4,6,3,6,5,6,6,7,4,4,4,4,5,4,3,2,4,3,4,Female,26-35,3-5 years
4,4,3,2,3,4,3,6,6,4,6,6,5,6,3,1,5,4,4,5,Female,26-35,< 1 year
4,4,3,4,4,6,6,6,7,6,6,6,5,7,7,7,7,7,7,6,Male,26-35,3-5 years
4,4,4,5,5,5,3,5,5,6,4,5,4,4,4,2,4,2,3,4,Female,36-45,> 5 years
7,4,4,6,5,6,6,6,6,7,5,4,4,5,5,5,4,3,4,4,Female,18-25,> 5 years
1,2,1,2,3,4,5,5,5,5,3,5,4,3,5,5,4,5,5,4,Female,26-35,1-3 years
6,7,6,6,5,3,2,3,4,5,5,7,5,6,5,6,6,6,3,5,Male,26-35,3-5 years
3,6,6,5,4,4,3,3,4,5,5,4,5,5,3,5,5,6,4,4,Female,26-35,< 1 year
5,4,4,3,4,7,7,6,6,6,5,5,5,6,4,5,7,4,5,6,Female,36-45,3-5 years
3,4,3,3,3,3,4,4,4,6,6,5,5,7,6,5,6,6,5,7,Female,26-35,> 5 years
3,3,1,2,1,5,5,4,4,4,5,3,4,4,5,6,5,3,4,4,Male,18-25,3-5 years
7,5,5,5,7,5,3,4,3,3,4,4,4,5,4,3,4,6,5,4,Male,36-45,> 5 years
4,5,4,4,5,5,5,3,5,6,6,5,7,6,7,6,6,6,7,7,Female,18-25,> 5 years
4,2,2,3,4,7,7,7,7,7,3,3,3,3,4,4,3,3,4,4,Male,18-25,1-3 years
3,4,3,3,4,3,3,4,3,3,3,3,3,3,5,4,4,5,4,4,Female,26-35,3-5 years
4,4,4,4,3,4,4,5,5,6,6,5,5,6,5,6,5,5,6,5,Male,26-35,< 1 year
7,7,6,4,5,5,7,6,6,6,6,6,5,6,5,6,6,6,6,5,Female,26-35,1-3 years
4,4,4,4,5,4,5,5,4,3,4,3,3,5,3,3,4,3,3,2,Female,26-35,1-3 years
1,3,3,2,2,6,5,6,4,5,4,4,2,2,3,4,3,5,4,4,Female,18-25,> 5 years
4,6,4,5,3,3,3,4,3,3,2,3,3,4,4,3,2,4,1,2,Male,26-35,3-5 years
4,3,3,3,5,5,5,5,4,6,4,6,4,4,4,3,3,3,3,3,Female,18-25,3-5 years
1,1,1,1,3,3,6,4,4,5,1,3,2,2,2,3,2,4,3,2,Female,46+,3-5 years
4,5,4,6,4,6,5,7,5,7,3,4,2,3,4,4,5,4,3,4,Female,26-35,3-5 years
6,5,3,3,5,6,7,5,6,7,4,4,6,3,5,5,6,4,6,4,Male,36-45,3-5 years
6,5,5,6,5,7,7,7,7,7,7,7,7,6,6,6,6,6,7,6,Female,36-45,1-3 years
6,4,7,6,6,5,5,6,6,5,5,5,5,6,5,5,6,7,5,6,Female,26-35,3-5 years
6,7,5,6,7,5,4,6,6,6,7,6,7,7,7,7,5,7,7,6,Male,36-45,3-5 years
4,5,3,4,5,5,4,5,5,6,5,6,5,6,4,5,6,6,6,6,Female,36-45,3-5 years
3,2,3,3,3,4,5,4,4,4,4,4,5,4,4,5,4,4,5,3,Male,26-35,< 1 year
7,7,7,7,7,5,4,4,6,6,7,5,6,6,6,5,5,5,6,6,Female,46+,1-3 years
6,6,6,5,3,4,4,4,5,4,6,6,5,5,6,6,6,5,6,5,Female,18-25,> 5 years
4,6,5,5,4,6,5,6,5,4,3,3,3,3,4,4,4,4,3,4,Male,26-35,1-3 years
5,5,5,5,4,7,7,6,6,6,6,6,6,6,6,4,6,3,4,4,Male,36-45,3-5 years
4,5,5,4,4,3,3,3,3,4,4,4,4,4,3,5,4,4,3,5,Female,18-25,1-3 years
3,4,4,5,5,7,7,5,6,7,5,5,5,4,5,7,6,7,6,7,Male,36-45,1-3 years
4,4,4,5,4,7,6,7,6,5,4,5,3,4,5,4,3,3,4,3,Female,36-45,1-3 years
4,5,4,3,4,5,6,4,2,5,4,2,3,3,2,3,3,3,2,3,Male,46+,3-5 years
5,4,5,5,3,2,1,2,2,1,3,4,4,5,5,4,4,5,5,4,Female,26-35,> 5 years
2,3,3,4,5,2,6,3,4,3,2,3,3,4,2,5,3,4,4,4,Male,46+,1-3 years
3,4,4,5,3,7,6,5,6,5,4,4,6,6,6,6,6,7,7,6,Male,26-35,1-3 years
5,5,5,4,4,5,5,4,4,4,3,3,4,4,2,1,2,2,1,2,Male,26-35,3-5 years
3,5,4,3,4,3,3,2,3,4,4,4,5,5,4,6,6,6,5,5,Female,26-35,1-3 years
7,6,6,6,7,4,3,5,2,5,5,5,5,3,2,5,4,5,5,5,Female,36-45,> 5 years
1,1,1,2,1,5,5,4,5,4,5,3,4,4,5,4,3,5,3,5,Male,26-35,1-3 years
6,5,6,5,6,5,5,5,4,5,6,6,6,7,7,6,4,5,7,6,Female,26-35,3-5 years
7,6,6,5,6,4,4,4,4,3,5,4,4,6,5,7,4,6,4,4,Female,26-35,3-5 years
2,1,1,2,3,5,5,4,3,4,4,2,4,4,3,5,4,6,5,4,Male,26-35,3-5 years
5,4,2,4,4,4,4,3,3,4,5,6,5,5,4,4,3,3,2,2,Female,46+,3-5 years
5,3,4,4,5,3,3,3,3,3,2,4,3,2,4,4,5,5,4,5,Female,26-35,1-3 years
2,3,2,3,2,6,7,6,7,7,4,4,3,3,2,4,2,4,3,2,Male,26-35,1-3 years
3,4,2,3,4,4,3,4,4,4,1,1,2,2,2,4,3,2,3,2,Male,36-45,> 5 years
4,2,3,2,2,6,5,7,5,6,5,5,5,6,4,5,5,6,3,5,Female,26-35,> 5 years
7,7,7,7,7,7,5,7,7,5,7,4,5,5,5,4,5,5,5,6,Female,36-45,< 1 year
5,7,5,5,6,5,6,7,6,7,6,6,5,6,4,7,7,7,7,6,Male,18-25,> 5 years
6,6,6,5,6,3,3,4,2,5,5,4,6,5,4,5,4,3,6,5,Female,26-35,3-5 years
5,5,7,6,5,5,5,6,6,5,6,5,6,5,5,5,5,5,5,5,Female,18-25,3-5 years
2,5,4,3,3,6,3,3,5,3,2,4,3,5,4,4,5,4,3,4,Male,18-25,< 1 year
3,3,4,4,5,3,4,3,4,4,3,4,4,3,3,3,5,5,3,4,Male,36-45,3-5 years
4,5,5,5,6,6,5,6,5,4,7,6,6,4,6,6,7,6,6,7,Male,26-35,1-3 years
3,3,3,4,3,3,3,3,4,3,4,3,4,3,5,4,4,3,6,5,Female,36-45,3-5 years
6,7,6,5,4,6,5,7,6,7,6,6,5,7,6,4,4,4,5,4,Female,26-35,< 1 year
5,4,4,5,5,4,4,5,2,3,4,5,5,5,3,7,4,6,7,7,Female,26-35,3-5 years
4,4,4,2,5,4,5,4,4,5,3,2,3,4,4,2,2,3,4,4,Female,36-45,< 1 year
5,5,4,6,6,6,5,5,5,5,6,7,6,6,5,7,6,7,6,6,Male,36-45,1-3 years
5,5,5,4,5,4,5,3,4,4,5,3,4,5,5,6,5,6,5,5,Female,36-45,1-3 years
3,3,4,5,4,5,6,5,5,5,4,3,3,2,2,3,4,4,5,4,Male,36-45,1-3 years
7,6,5,6,7,5,4,3,3,4,4,4,4,3,6,5,6,5,6,6,Male,18-25,3-5 years
4,3,3,3,4,4,5,6,6,6,3,2,4,4,5,5,5,4,6,5,Female,36-45,1-3 years
5,4,4,6,6,2,2,2,3,3,5,3,4,5,5,5,5,6,5,5,Male,26-35,> 5 years
5,6,4,6,6,5,6,5,5,6,7,6,4,6,5,5,6,7,5,5,Female,26-35,3-5 years
5,4,4,5,4,7,7,7,7,6,7,7,7,7,6,6,6,5,6,6,Female,46+,3-5 years
5,4,4,4,4,4,4,2,3,4,6,6,5,7,5,5,6,5,5,4,Female,26-35,1-3 years
3,3,1,3,2,3,3,5,3,4,2,3,1,2,1,2,2,3,4,3,Male,36-45,3-5 years
6,6,5,6,7,7,4,6,4,6,6,6,6,6,7,6,6,7,6,6,Male,26-35,1-3 years
6,3,3,4,5,5,4,5,6,6,6,6,5,5,7,6,6,5,4,5,Male,18-25,3-5 years
4,4,5,4,5,5,5,4,7,5,5,5,5,6,4,4,4,6,4,5,Female,26-35,1-3 years
6,5,6,4,6,5,5,6,7,4,7,4,6,7,7,7,7,7,7,6,Female,26-35,3-5 years
4,5,3,4,4,5,5,6,6,5,7,5,6,5,6,6,6,4,6,4,Female,26-35,1-3 years
2,3,2,2,3,6,6,6,5,5,5,5,6,4,6,4,4,3,5,3,Female,26-35,> 5 years
2,2,4,2,3,6,6,6,4,4,3,4,4,5,5,4,2,3,2,4,Female,36-45,1-3 years
6,5,6,5,5,3,3,4,4,3,6,6,6,5,5,7,5,7,5,6,Female,18-25,< 1 year
3,3,2,3,2,5,4,6,5,5,3,3,4,6,4,3,3,4,3,4,Male,26-35,3-5 years
6,7,7,4,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,Female,36-45,> 5 years
3,2,2,1,3,5,3,5,4,3,2,4,3,4,3,3,4,3,3,3,Female,46+,3-5 years
7,6,7,6,7,3,3,2,2,4,7,7,6,7,7,7,5,6,6,7,Male,26-35,< 1 year
5,5,5,5,5,6,6,6,7,7,5,5,6,5,5,4,2,5,4,3,Female,36-45,3-5 years
4,4,5,4,4,4,4,4,6,5,6,5,7,6,6,3,4,4,3,5,Female,18-25,> 5 years
4,4,3,4,4,3,2,1,1,2,4,4,4,5,4,5,4,3,4,4,Female,26-35,< 1 year
5,3,5,6,5,6,6,7,4,6,4,4,3,4,4,3,2,2,3,2,Female,36-45,1-3 years
3,5,6,5,5,3,6,4,4,3,5,5,4,4,5,7,6,7,6,5,Male,46+,> 5 years
7,6,4,7,6,4,6,4,5,4,4,3,3,2,3,4,4,3,4,4,Male,26-35,> 5 years
4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,7,7,7,7,7,Male,18-25,3-5 years
5,6,4,5,5,5,6,4,5,4,6,5,5,6,5,7,6,7,7,7,Female,18-25,> 5 years
4,4,5,4,4,5,6,6,5,7,3,4,5,3,4,5,4,4,4,3,Female,26-35,< 1 year
6,4,5,4,3,4,4,3,4,3,4,5,5,4,4,6,5,5,6,3,Male,36-45,3-5 years
5,6,6,5,5,6,4,6,6,6,7,7,7,6,5,7,7,7,7,7,Female,26-35,3-5 years
4,3,3,2,2,4,5,5,4,4,3,3,3,3,3,5,4,4,6,5,Male,26-35,3-5 years
3,3,3,4,3,6,5,5,6,7,3,4,3,4,4,1,2,1,1,2,Male,26-35,3-5 years
5,5,5,5,5,5,5,6,4,6,7,7,7,7,7,4,4,5,5,5,Male,36-45,> 5 years
5,5,5,5,5,4,3,3,5,3,6,7,6,7,7,4,5,6,6,4,Male,18-25,1-3 years
4,4,6,5,5,6,7,7,5,6,5,5,5,4,5,5,5,4,6,5,Male,36-45,< 1 year
4,5,4,5,4,4,3,4,4,4,5,6,5,6,5,6,4,5,6,5,Male,46+,1-3 years
5,3,5,4,5,6,5,5,5,5,7,7,6,6,7,7,7,6,7,6,Male,26-35,3-5 years
4,3,4,4,4,5,6,4,5,4,4,4,4,3,3,4,3,4,3,3,Male,36-45,1-3 years
4,5,4,4,4,7,7,7,7,6,4,4,4,5,4,3,3,3,2,3,Male,36-45,> 5 years
5,4,5,5,3,4,4,4,4,4,6,6,5,7,6,6,6,7,6,7,Female,18-25,1-3 years
3,3,4,2,2,4,5,5,4,4,6,5,5,5,6,5,4,6,4,5,Male,26-35,< 1 year
6,5,6,5,4,4,5,4,4,5,5,4,4,4,6,4,3,3,4,2,Female,36-45,3-5 years
2,1,3,3,2,3,3,4,5,3,3,2,1,2,1,3,1,2,4,3,Male,26-35,3-5 years
3,4,5,5,7,5,5,6,6,5,7,7,7,6,7,7,7,7,7,7,Male,26-35,1-3 years
5,5,7,5,5,3,1,2,3,3,5,4,2,4,3,3,4,2,3,2,Male,26-35,3-5 years
4,5,6,6,5,2,3,3,4,3,4,5,4,4,5,3,2,3,2,4,Female,36-45,3-5 years
6,6,6,6,6,4,3,3,5,3,5,4,5,5,6,6,4,4,5,5,Male,26-35,1-3 years
7,6,5,6,7,7,5,6,7,5,7,7,7,7,7,7,7,7,6,7,Female,26-35,< 1 year
7,6,4,5,6,6,6,7,7,6,6,7,7,7,6,4,5,5,6,5,Female,26-35,3-5 years
2,3,2,2,2,5,4,5,4,4,4,3,3,4,3,1,3,3,2,3,Male,36-45,1-3 years
2,3,2,2,3,4,5,2,4,4,3,5,4,3,4,5,4,4,5,5,Female,18-25,> 5 years
4,3,2,4,4,5,6,5,5,6,5,4,4,3,3,5,4,4,5,3,Male,26-35,3-5 years
4,4,3,5,6,6,4,5,7,5,7,6,7,7,6,5,4,6,4,6,Male,26-35,1-3 years
5,6,5,6,6,4,3,4,3,3,1,2,3,2,1,2,1,1,2,1,Male,18-25,1-3 years
3,5,4,4,4,5,5,6,5,5,5,3,5,4,3,4,3,3,4,3,Male,26-35,1-3 years
5,4,6,4,4,5,6,5,7,5,6,6,5,6,6,3,5,4,4,4,Male,36-45,3-5 years
3,4,4,4,5,4,4,5,4,6,3,3,4,3,4,4,3,4,4,3,Female,36-45,3-5 years
5,4,3,3,3,4,4,4,5,3,4,3,5,4,6,5,6,4,4,5,Male,36-45,3-5 years
2,2,3,2,1,6,6,7,6,5,3,4,3,3,4,3,4,4,2,5,Female,26-35,1-3 years
4,3,4,3,4,1,1,1,1,2,4,3,4,4,3,4,3,3,4,3,Male,18-25,1-3 years
2,2,4,4,2,6,5,7,5,5,7,5,5,6,6,6,5,5,5,7,Female,46+,< 1 year
4,2,3,3,4,4,4,4,2,3,3,4,2,3,4,6,4,5,4,4,Male,18-25,1-3 years
5,6,7,6,5,1,2,2,2,2,5,3,3,4,5,4,2,4,5,3,Female,36-45,3-5 years
3,3,4,4,4,5,6,5,4,6,4,2,4,6,5,4,3,4,2,4,Female,46+,> 5 years
7,7,7,7,7,7,6,7,7,6,7,7,7,5,7,4,5,4,4,5,Male,36-45,3-5 years
5,5,5,4,5,4,4,3,5,4,4,5,5,4,4,6,6,5,5,4,Male,26-35,3-5 years
4,4,6,4,3,6,7,6,6,6,4,4,5,6,6,6,7,6,6,6,Male,26-35,1-3 years
4,3,3,4,2,6,7,7,5,6,5,3,3,4,3,4,4,4,3,5,Male,18-25,1-3 years
5,4,4,6,6,6,4,7,5,7,6,6,7,6,7,5,5,7,7,6,Male,36-45,1-3 years
3,5,2,5,4,6,7,7,6,7,6,5,5,7,6,6,7,6,6,6,Female,36-45,1-3 years
5,4,4,5,5,6,6,5,5,4,5,5,4,4,3,4,4,4,6,5,Male,36-45,3-5 years
7,7,7,7,7,5,5,5,4,5,7,6,7,7,7,7,4,5,6,7,Female,18-25,1-3 years
4,4,4,4,4,2,3,2,3,1,3,3,4,3,3,6,6,4,5,4,Male,36-45,> 5 years
6,6,6,6,4,4,6,3,5,6,6,6,6,5,7,6,5,6,5,6,Female,36-45,> 5 years
4,3,3,2,4,3,3,4,3,3,4,4,5,4,4,5,2,6,6,5,Male,18-25,1-3 years
4,4,4,6,4,6,7,7,6,7,6,5,5,5,5,4,6,4,5,4,Male,26-35,3-5 years
7,7,6,7,6,4,6,5,4,4,7,7,6,5,5,7,5,6,7,7,Male,36-45,3-5 years
5,4,4,4,3,5,6,6,5,4,4,3,4,4,5,5,5,4,6,5,Male,26-35,1-3 years
7,7,7,7,6,5,5,5,6,5,6,5,7,6,4,5,6,5,4,6,Female,18-25,> 5 years
3,5,6,6,7,5,6,4,5,6,5,5,4,5,6,7,6,7,5,6,Female,18-25,1-3 years
3,3,4,4,4,7,7,7,7,7,5,4,5,5,6,3,5,4,6,4,Female,36-45,3-5 years
6,5,5,5,6,4,5,3,2,5,5,3,5,4,4,3,5,3,4,4,Female,18-25,1-3 years
6,5,4,6,6,5,5,4,5,5,4,5,4,4,3,3,5,3,1,2,Female,18-25,1-3 years
5,6,6,6,4,4,4,3,4,4,4,4,3,4,4,3,3,2,3,2,Female,36-45,3-5 years
3,2,3,2,4,1,4,2,2,3,1,2,3,3,2,4,3,3,3,4,Male,36-45,> 5 years
3,4,4,5,4,1,3,2,2,3,4,4,4,3,6,2,2,2,2,3,Male,36-45,1-3 years
3,3,6,4,4,5,6,4,4,4,3,5,4,3,5,4,4,3,5,2,Male,26-35,< 1 year
3,6,5,5,4,3,5,3,5,4,3,6,4,5,3,2,2,3,4,2,Female,26-35,3-5 years
6,5,6,6,4,3,5,4,4,3,5,4,5,4,4,4,6,6,6,5,Male,36-45,< 1 year
5,5,5,5,6,2,3,2,3,3,3,5,5,5,5,4,4,5,4,4,Female,46+,3-5 years
4,2,3,3,2,6,5,5,4,5,3,4,2,1,2,3,2,2,3,2,Male,26-35,3-5 years
4,5,5,6,5,3,2,4,2,3,3,3,2,2,2,3,3,2,2,3,Female,26-35,> 5 years
5,4,6,5,6,6,5,6,5,7,4,5,4,4,4,4,4,3,4,4,Female,18-25,3-5 years
